title,album,year,lyrics
I’ll Always Remember You,"{'api_path': '/albums/1282321', 'cover_art_url': 'https://images.genius.com/685d0cd55dbc93b1402a730d2a26c931.1000x1000x1.png', 'full_title': 'Hannah Montana Forever (iTunes Store Edition) by Hannah Montana & Disney Channel', 'id': 1282321, 'name': 'Hannah Montana Forever (iTunes Store Edition)', 'primary_artist_names': 'Hannah Montana & Disney Channel', 'release_date_for_display': 'October 15, 2010', 'url': 'https://genius.com/albums/Hannah-montana-and-disney-channel/Hannah-montana-forever-itunes-store-edition', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, {'api_path': '/artists/1392934', 'header_image_url': 'https://images.genius.com/073fae395cc44258b6a09b5a88f463b2.1000x562x1.webp', 'id': 1392934, 'image_url': 'https://images.genius.com/bd166e22806b2552abab75c64ffc8ee9.800x800x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Disney Channel', 'url': 'https://genius.com/artists/Disney-channel'}]}",,"I always knew this day would come
We'd be standing one by one
With our future in our hands
So many dreams, so many plans
I always knew after all these years
There'd be laughter, there'd be tears
But never thought that I'd walk away
With so much joy but so much pain
And it's so hard to say goodbye

But yesterday's gone, we gotta keep moving on
I'm so thankful for the moments
So glad I got to know ya
The times that we had, I'll keep like a photograph
And hold you in my heart forever
I'll always remember you

Another chapter in the book
Can’t go back, but you can look
And there we are on every page
Memories I'll always save
Up ahead, only open doors
Who knows what we're heading towards
I wish you love, I wish you luck
For you, the world just opens up
But it's so hard to say goodbye

Yesterday's gone, we gotta keep moving on
I'm so thankful for the moments
So glad I got to know ya
The times that we had, I'll keep like a photograph
And hold you in my heart forever
I'll always remember you

Every day that we had, all the good, all the bad
I'll keep them here inside
All the times that we shared, every place, everywhere
You touched my life
Yeah, one day we'll look back, we'll smile, and we'll laugh
But right now we just cry
'Cause it's so hard to say goodbye

Yesterday's gone, we gotta keep moving on
I'm so thankful for the moments
So glad I got to know ya
The times that we had, I'll keep like a photograph
And hold you in my heart forever
I'll always remember you
I'll always remember you
I'll always remember you"
The Best of Both Worlds,"{'api_path': '/albums/1130737', 'cover_art_url': 'https://images.genius.com/f8a2e42644995e12a48a2c3f82bd79e7.1000x1000x1.png', 'full_title': 'Hannah Montana - The Collection by Hannah Montana & Disney Channel', 'id': 1130737, 'name': 'Hannah Montana - The Collection', 'primary_artist_names': 'Hannah Montana & Disney Channel', 'release_date_for_display': '2009', 'url': 'https://genius.com/albums/Hannah-montana-and-disney-channel/Hannah-montana-the-collection', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, {'api_path': '/artists/1392934', 'header_image_url': 'https://images.genius.com/073fae395cc44258b6a09b5a88f463b2.1000x562x1.webp', 'id': 1392934, 'image_url': 'https://images.genius.com/bd166e22806b2552abab75c64ffc8ee9.800x800x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Disney Channel', 'url': 'https://genius.com/artists/Disney-channel'}]}",,"Oh, yeah
C'mon

You get the limo out front (Ooh-whoa)
Hottest styles, every shoe, every color
Yeah, when you're famous, it can be kinda fun
It's really you but no one ever discovers
In some ways, you're just like all your friends
But on stage, you're a star

You get the best of both worlds
Chill it out, take it slow
Then you rock out the show
You get the best of both worlds
Mix it all together and you know that it's the best of both worlds
The best of both worlds (Yeah)

You go to movie premieres (
Was that Orlando Bloom?
)
Hear your songs on the radio
Livin' two lives is a little weird (Yeah)
But school's cool, 'cause nobody knows

Yeah, you get to be a small town girl
But big time when you play your guitar

You get the best of both worlds
Chill it out, take it slow
Then you rock out the show
You get the best of both worlds
Mix it all together and you know that it's the best of both—
You know the best of both worlds

Pictures and autographs
You get your face in all the magazines
The best part is that
You get to be whoever you wanna be
(Best! Best!) Yeah, the best of both—
(Best! Best!) You got the best of both—
(Best! Best!) C'mon, the best of both—

Who would've thought that a girl like me
Would double as a superstar? (Wow!)

You get the best of both worlds
Chill it out, take it slow
Then you rock out the show
You get the best of both worlds
Mix it all together and you know that it's the best—

You get the best of both worlds
Without the shades and the hair
You can go anywhere
You get the best of both girls
Mix it all together, oh yeah
It's so much better
'Cause you know you got the best of both worlds"
He Could Be the One,"{'api_path': '/albums/1130737', 'cover_art_url': 'https://images.genius.com/f8a2e42644995e12a48a2c3f82bd79e7.1000x1000x1.png', 'full_title': 'Hannah Montana - The Collection by Hannah Montana & Disney Channel', 'id': 1130737, 'name': 'Hannah Montana - The Collection', 'primary_artist_names': 'Hannah Montana & Disney Channel', 'release_date_for_display': '2009', 'url': 'https://genius.com/albums/Hannah-montana-and-disney-channel/Hannah-montana-the-collection', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, {'api_path': '/artists/1392934', 'header_image_url': 'https://images.genius.com/073fae395cc44258b6a09b5a88f463b2.1000x562x1.webp', 'id': 1392934, 'image_url': 'https://images.genius.com/bd166e22806b2552abab75c64ffc8ee9.800x800x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Disney Channel', 'url': 'https://genius.com/artists/Disney-channel'}]}",,"Smooth talking, so rocking
He's got everything that a girl's wanting
Guitar cutie, he plays it groovy
And I can't keep myself from doing something stupid
Think I'm really falling for his smile
Get butterflies when he says my name

He's got something special
He's got something special
And when he's looking at me, I wanna get all sentimental
He's got something special
He's got something special
I can hardly breathe, something's telling me
Telling me maybe he could be the one
He could be the one, he could be the one
He could be the one, he could be the one, he could be the one

He's lightning, sparks are flying
Everywhere I go, he's always on my mind
And I'm going crazy about him lately
And I can't help myself from how my heart is racing
Think I'm really digging on his vibe
He really blows me away (Hey!)

He's got something special
He's got something special
And when he's looking at me, I wanna get all sentimental
He's got something special
He's got something special
I can hardly breathe, something's telling me
Telling me maybe he could be the one
He could be the one, he could be the one
He could be the one, he could be the one, he could be the one

And he's got a way of making me feel
Like everything I do is perfectly fine
The stars are aligned when I'm with him
And I'm so into him

He's got something special (Something)
He's got something special (Something)
And when he's looking at me, I wanna get all sentimental
He's got something special (Something)
He's got something special
I can hardly breathe, something's telling me
Telling me maybe he could be the one
He could be the one, he could be the one (He could be the one)
He could be the one, he could be the one (Something), he could be the one
(He could be the one)"
You’ll Always Find Your Way Back Home,"{'api_path': '/albums/1595866', 'cover_art_url': 'https://images.genius.com/d1c31835e82286c7549c9c00584f31bd.496x496x1.jpg', 'full_title': 'Hannah Montana / Hannah Montana: The Movie by Hannah Montana', 'id': 1595866, 'name': 'Hannah Montana / Hannah Montana: The Movie', 'primary_artist_names': 'Hannah Montana', 'release_date_for_display': '2011', 'url': 'https://genius.com/albums/Hannah-montana/Hannah-montana-hannah-montana-the-movie', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}]}",,"Woo!

You wake up
It’s raining and it’s Monday
Looks like one of those rough days
Time’s up
You’re late again, so get out the door (Out the door)
Sometimes you feel like running
Find a whole new life and jump in
Let go, get up and hit the dance-floor

But when the lights go down, it’s the ending of the show (Show)
And you’re feeling like you got nowhere to go
Don’t you know

You can change your hair and you can change your clothes
You can change your mind, that’s just the way it goes
You can say ""goodbye,"" and you can say ""hello""
But you’ll always find your way back home
You can change your style, you can change your jeans
You can learn to fly and you can chase your dreams
You can laugh and cry, but everybody knows
You’ll always find your way back home

Your best friends, your little hometown
Are waiting up wherever you go now
You know that you can always turn around (Turn around)
'Cause this world is big and it’s crazy (It's crazy)
And this girl is thinking that maybe
This life is what some people dream about (Dream about)

'Cause when I’m feeling down and I am all alone
(And I am all alone)
I’ve always got a place where I can go
'Cause I know

You can change your hair and you can change your clothes
You can change your mind, that’s just the way it goes
You can say “goodbye,” and you can say “hello”
But you’ll always find your way back home
You can change your style, you can change your jeans
You can learn to fly and you can chase your dreams (Chase your dreams)
You can laugh and cry, but everybody knows (Everybody knows)
You’ll always find your way back home

Where they know exactly who you are
Back home, where the real you is the superstar
Back home, you know it’s never too far away

You can change your hair and you can change your clothes
You can change your mind, that’s just the way it goes
You can say “goodbye,” and you can say “hello”
But you’ll always find your way back

You can change your hair and you can change your clothes
You can change your mind, that’s just the way it goes (that’s just the way it goes)
You can say “goodbye,” and you can say “hello” (Say “hello”)
But you’ll always find your way back home
You can change your style, you can change your jeans
You can learn to fly and you can chase your dreams
You can laugh and cry, but everybody knows (Everybody knows)
You’ll always find your way back home

You’ll always find your way back home
You’ll always find your way back home
You’ll always find your way back home
You’ll always find your way back home
You’ll always, you'll always find your way
You’ll always find your way (Back home) back home"
Wherever I Go,"{'api_path': '/albums/537617', 'cover_art_url': 'https://images.genius.com/7ef5c2c37c0349192c3b17cfdb8e9548.1000x1000x1.png', 'full_title': 'Best of Hannah Montana by Hannah Montana & Disney Channel', 'id': 537617, 'name': 'Best of Hannah Montana', 'primary_artist_names': 'Hannah Montana & Disney Channel', 'release_date_for_display': 'August 5, 2011', 'url': 'https://genius.com/albums/Hannah-montana-and-disney-channel/Best-of-hannah-montana', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, {'api_path': '/artists/1392934', 'header_image_url': 'https://images.genius.com/073fae395cc44258b6a09b5a88f463b2.1000x562x1.webp', 'id': 1392934, 'image_url': 'https://images.genius.com/bd166e22806b2552abab75c64ffc8ee9.800x800x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Disney Channel', 'url': 'https://genius.com/artists/Disney-channel'}]}",,"Here we are now
Everything's about to change
We face tomorrow
As we say goodbye to yesterday
A chapter ending
But the story's only just begun
A page is turning for everyone

So I’m moving on, letting go
Holding onto tomorrow
Oh, I’ve always got the memories
While I’m finding out who I’m gonna be
We might be apart
But I hope you always know
You’ll be with me wherever I go
Wherever I go

So excited
I can barely even catch my breath
We have each other
To lean on for the road ahead
This happy ending
Is the start of all our dreams
And I know your heart is with me

So I’m moving on, letting go
Holding onto tomorrow
Oh, I’ve always got the memories
While I’m finding out who I’m gonna be
We might be apart
But I hope you always know
You’ll be with me wherever I go

It's time to show the world
We’ve got something to say
A song to sing out loud
We’ll never fade away
I know I’ll miss you
But we’ll meet again someday
We’ll never fade away

So I’m moving on, letting go
Holding onto tomorrow
Oh, I’ve always got the memories
While I’m finding out who I’m gonna be
We might be apart
But I hope you always know
You’ll be with me... (
Wherever I go
)
So I’m moving on, letting go
Holding onto tomorrow (
Wherever I go
)
Oh, I’ve always got the memories
While I’m finding out who I’m gonna be
We might be apart
But I hope you always know
You’ll be with me, yeah
Wherever I go

Wherever I, wherever I go"
If We Were a Movie,"{'api_path': '/albums/1130737', 'cover_art_url': 'https://images.genius.com/f8a2e42644995e12a48a2c3f82bd79e7.1000x1000x1.png', 'full_title': 'Hannah Montana - The Collection by Hannah Montana & Disney Channel', 'id': 1130737, 'name': 'Hannah Montana - The Collection', 'primary_artist_names': 'Hannah Montana & Disney Channel', 'release_date_for_display': '2009', 'url': 'https://genius.com/albums/Hannah-montana-and-disney-channel/Hannah-montana-the-collection', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, {'api_path': '/artists/1392934', 'header_image_url': 'https://images.genius.com/073fae395cc44258b6a09b5a88f463b2.1000x562x1.webp', 'id': 1392934, 'image_url': 'https://images.genius.com/bd166e22806b2552abab75c64ffc8ee9.800x800x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Disney Channel', 'url': 'https://genius.com/artists/Disney-channel'}]}",,"Uh-oh, there you go again, talkin' cinematic
Yeah, you, you're charming, got everybody starstruck
I know how you always seem to go
For the obvious, instead of me
But get a ticket and you'll see

If we were a movie, you'd be the right guy
And I'd be the best friend that you'd fall in love with
In the end, we'd be laughin', watchin' the sunset
Fade to black, show the names, play the happy song (Yeah)

Yeah, yeah, when you call me, I can hear it in your voice
Oh, sure, wanna see me and tell me all about her
La-la, I'll be actin' through my tears
Guess you'll never know that I should win
An Oscar for this scene I'm in

If we were a movie, you'd be the right guy
And I'd be the best friend that you'd fall in love with
In the end, we'd be laughin', watchin' the sunset
Fade to black, show the names, play the happy song

Wish I could tell you there's a twist
Some kind of hero in disguise
And we're together, it's for real, now playing
Wish I could tell you there's a kiss
Like something more than in my mind
I see it, could be amazing (Could be amazing)
If we were a movie

If we were a movie, you'd be the right guy (Right guy)
And I'd be the best friend that you'd fall in love with
In the end, we'd be laughin', watchin' the sunset
Fade to black, show the names, play the happy song (If we were)

If we were a movie (If we were)
You'd be the right guy (You'd be right)
And I'd be the best friend (And I'd be)
That you'd fall in love with
In the end, we'd be laughin' (We would laugh)
Watchin' the sunset (Watch the sun)
Fade to black, show the names, play the happy song (Oh)
If we were a movie (If we were)
You'd be the right guy (You'd be right)
And I'd be the best friend (And I'd be)
That you'd fall in love with
In the end, we'd be laughin' (We would laugh)
Watchin' the sunset (Watch the sun)
Fade to black, show the names, play the happy song"
True Friend,"{'api_path': '/albums/1130737', 'cover_art_url': 'https://images.genius.com/f8a2e42644995e12a48a2c3f82bd79e7.1000x1000x1.png', 'full_title': 'Hannah Montana - The Collection by Hannah Montana & Disney Channel', 'id': 1130737, 'name': 'Hannah Montana - The Collection', 'primary_artist_names': 'Hannah Montana & Disney Channel', 'release_date_for_display': '2009', 'url': 'https://genius.com/albums/Hannah-montana-and-disney-channel/Hannah-montana-the-collection', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, {'api_path': '/artists/1392934', 'header_image_url': 'https://images.genius.com/073fae395cc44258b6a09b5a88f463b2.1000x562x1.webp', 'id': 1392934, 'image_url': 'https://images.genius.com/bd166e22806b2552abab75c64ffc8ee9.800x800x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Disney Channel', 'url': 'https://genius.com/artists/Disney-channel'}]}",,"We sign our cards and letters 'BFF'
You've got a million ways to make me laugh
You're looking out for me, you've got my back
It's so good to have you around
You know the secrets I could never tell
And when I'm quiet, you break through my shell
Don't feel the need to do a rebel yell
'Cause you keep my feet on the ground

You're a true friend
You're here 'til the end
You pull me aside when something ain't right
Talk with me now and in through the night
'Til it's alright again
You're a true friend

You don't get angry when I change the plans
Somehow you're never out of second chances
Won't say ""I told you"" when I'm wrong again
I'm so lucky that I've found...

A true friend
You're here 'til the end
You pull me aside when something ain't right
Talk with me now and in through the night
'Til it's alright again

True friends will go to the end of the earth
'Til they find the things you need
Friends hang on through the ups and the downs
'Cause they've got someone to believe in

A true friend
You're here 'til the end
You pull me aside when something ain't right
Talk with me now and in through the night
No need to pretend
Oh, you're a true friend
You're here 'til the end
You pull me aside when something ain't right
Talk with me now and in through the night
'Til it's alright again

You're a true friend
You're a true friend
You're a true friend"
Nobody’s Perfect,"{'api_path': '/albums/1130737', 'cover_art_url': 'https://images.genius.com/f8a2e42644995e12a48a2c3f82bd79e7.1000x1000x1.png', 'full_title': 'Hannah Montana - The Collection by Hannah Montana & Disney Channel', 'id': 1130737, 'name': 'Hannah Montana - The Collection', 'primary_artist_names': 'Hannah Montana & Disney Channel', 'release_date_for_display': '2009', 'url': 'https://genius.com/albums/Hannah-montana-and-disney-channel/Hannah-montana-the-collection', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, {'api_path': '/artists/1392934', 'header_image_url': 'https://images.genius.com/073fae395cc44258b6a09b5a88f463b2.1000x562x1.webp', 'id': 1392934, 'image_url': 'https://images.genius.com/bd166e22806b2552abab75c64ffc8ee9.800x800x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Disney Channel', 'url': 'https://genius.com/artists/Disney-channel'}]}",,"Everybody makes mistakes
Everybody has those days
One, two, three, four!

Everybody makes mistakes
Everybody has those days (Oh yeah)
Everybody knows what, what I'm talkin' 'bout
Everybody gets that way (That's right)
Everybody makes mistakes (Uh huh)
Everybody has those days
Everybody knows what, what I'm talkin' 'bout
Everybody gets that way, yeah

Sometimes I'm in a jam, I've gotta make a plan
It might be crazy, I do it anyway
No way to know for sure, I figure out a cure
I'm patching up the holes, but then it overflows

If I'm not doing too well
Why be so hard on myself?

Nobody's perfect, I gotta work it
Again and again, 'til I get it right
Nobody's perfect, you live and you learn it
And if I mess it up sometimes (hey)
Nobody's perfect

Sometimes I work a scheme, but then it flips on me
Doesn't turn out how I planned, gets stuck in quicksand
But no problem can't be solved once I get involved
I try to be delicate, then crash right into it

But my intentions are good (Yeah, yeah, yeah)
Sometimes just misunderstood

Nobody's perfect, I gotta work it (Work it)
Again and again, 'til I get it right (That's right)
Nobody's perfect, you live and you learn it
And if I mess it up sometimes (Oh)
Nobody's perfect, I gotta work it (C'mon)
I know in time I'll find a way (Oh)
Nobody's perfect

Sometimes I fix things up, and they fall apart again
(Nobody's perfect)
I might mix things up, but I always get it right in the end
(You know I do)

Next time you feel like it's just one of those days
When you just can't seem to win
If things don't turn out the way you planned
Figure something else out, don't stay down, try again
Yeah

Everybody makes mistakes
Everybody has those days (That's right)
Everybody knows what, what I'm talkin' 'bout
Everybody gets that way
Everybody makes mistakes  (Here we go)
Everybody has those days (Uh huh)
Everybody knows what, what I'm talkin' 'bout
Everybody gets that way

Nobody's perfect, I gotta work it (Work it)
Again and again, 'til I get it right
Nobody's perfect, you live and you learn it
And if I mess it up sometimes
Oh, nobody's perfect, I gotta work it
I know in time I'll find a way
Nobody's perfect, you live and you learn it
'Cause everybody makes mistakes (Oh)
Nobody's perfect (Nobody's perfect)

No, no
Nobody's perfect"
Ordinary Girl,"{'api_path': '/albums/537617', 'cover_art_url': 'https://images.genius.com/7ef5c2c37c0349192c3b17cfdb8e9548.1000x1000x1.png', 'full_title': 'Best of Hannah Montana by Hannah Montana & Disney Channel', 'id': 537617, 'name': 'Best of Hannah Montana', 'primary_artist_names': 'Hannah Montana & Disney Channel', 'release_date_for_display': 'August 5, 2011', 'url': 'https://genius.com/albums/Hannah-montana-and-disney-channel/Best-of-hannah-montana', 'artist': {'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, 'primary_artists': [{'api_path': '/artists/2384954', 'header_image_url': 'https://images.genius.com/736f215897eaac2bedcf6fcd6a0f0368.1000x165x1.png', 'id': 2384954, 'image_url': 'https://images.genius.com/43c217f9e508a8490e5bbf2aab2edd9a.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Hannah Montana', 'url': 'https://genius.com/artists/Hannah-montana'}, {'api_path': '/artists/1392934', 'header_image_url': 'https://images.genius.com/073fae395cc44258b6a09b5a88f463b2.1000x562x1.webp', 'id': 1392934, 'image_url': 'https://images.genius.com/bd166e22806b2552abab75c64ffc8ee9.800x800x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Disney Channel', 'url': 'https://genius.com/artists/Disney-channel'}]}",,"Oh-oh-oh, yeah
Mm
La-da-da-da

Don't get me wrong, I love who I am
I don't wanna be ungrateful
It probably sounds strange
I really love the role I play, the songs I sing
But with all the fame
The things that seemed so simple
Are suddenly so far out of reach
Wish that they could see that underneath
I'm just an ordinary girl
Sometimes I'm lazy, I get bored
I get scared, I feel ignored
I feel happy, I get silly
I choke on my own words
I make wishes, I have dreams
And I still want to believe
Anything can happen in this world
For an ordinary girl

Like you, like me
For an ordinary girl
Like you, like me

""How are you?"" ""Hello"" ""Goodbye""
One day here, one day there
And again, it's time to go
Miss Popular, always on the road
Put my best foot forward
Gotta get on with the show
Strike a pose for the front cover of a magazine
Everywhere I arrive, I get high fives
They paint me larger than life (Yeah)

I'm just an ordinary girl
Sometimes I'm lazy, I get bored
I get scared, I feel ignored (Yeah)
I feel happy, I get silly
I choke on my own words
I make wishes, I have dreams
And I still want to believe
Anything can happen in this world
For an ordinary girl

So give it everything or nothing at all
And get back on your feet
When you stumble and fall
A little luck can go a long way
So don't you worry about what people say
Who knows when the wind may blow
For an ordinary girl, mm

I'm just an ordinary girl
Sometimes I'm lazy, I get bored
I get scared, I feel ignored
I feel happy, I get silly
I choke on my own words
I make wishes, I have dreams
And I still want to believe
Anything can happen in this world
For an ordinary girl

Like you, like me, yeah
For an ordinary girl
Like you, like me
For an ordinary girl

Mm-mm
For an ordinary girl
Like me, like you"
